,id,title,publishedAt,channelTitle,viewCount,likeCount,dislikeCount,commentCount
153,Lz-EFmnkGRg,🔥 Путин про оппозицию: заявления и реальность. Отставка Горбунова,2020-03-17T18:48:37Z,Навальный LIVE,159290,13568,220,1298
154,1gfw56ADWqc,Это стыдно смотреть. Пилорама Кеосаяна,2020-03-17T14:00:32Z,Навальный LIVE,447674,30190,2062,3593
155,OW56HmLV-zo,Любовь Соболь объявила о выдвижении в Госдуму,2020-03-17T08:29:45Z,Навальный LIVE,412699,46915,1648,7974
156,FOFXGCI9mrM,🔥 Конституционный суд одобрил обнуление сроков. Больницы от царя-батюшки. Ротенберг — Герой Труда,2020-03-16T20:49:33Z,Навальный LIVE,309831,24820,503,3209
157,R9_9V6zJWaE,Навальный о главе фонда «Яндекса» Елене Шмелевой,2020-03-15T11:56:33Z,Навальный LIVE,134342,9070,177,1075
158,CCDfr70jW0s,Милов: за ущерб природе олигархи платят ноль,2020-03-14T12:02:07Z,Навальный LIVE,36908,3661,46,317
159,LqSzySCL5JQ,Навальный о новом расследовании «Паразиты» и о реакции шеф-редактора RT,2020-03-14T09:56:30Z,Навальный LIVE,441602,29961,546,3467
160,907xw526Fgk,"Обнуление сроков Путина, Симоньян и Кеосаян, «Яндекс» под властью",2020-03-12T19:20:58Z,Навальный LIVE,2013864,110230,2556,13386
161,69Ls_YTyn7E,Поддержите нашу работу! Становитесь спонсорами канала «Навальный LIVE»,2020-03-12T14:45:11Z,Навальный LIVE,87075,11098,218,1394
162,QBIy9Zt_a7o,Обвал нефти и рубля: что дальше?,2020-03-12T14:28:11Z,Навальный LIVE,421612,21121,748,1473
163,9OEQRjrugNY,🔥 Совет Федерации одобрил поправки. Терешкова и обнуление сроков. Новости по делу Голунова,2020-03-11T20:42:35Z,Навальный LIVE,240674,19086,305,3182
164,I7bjmTS0eyo,Как Путин обижается и мстит всем вокруг,2020-03-11T12:08:39Z,Навальный LIVE,2107645,101483,4131,8457
165,rwtc2Fvf_L0,"⚡️Нефть, рубль, паника: что происходит?",2020-03-11T07:00:20Z,Навальный LIVE,504668,28364,784,2459
166,J63vAXh8l7A,🔥 Путину обнулят сроки. Доллар по 72. Миллионы Симоньян,2020-03-10T20:55:51Z,Навальный LIVE,787016,52959,1271,8549
167,wNoo5zAvlX4,"Навальный о мигранте, задержанном после взрыва в Магнитогорске",2020-03-09T09:55:37Z,Навальный LIVE,147948,9096,518,899
168,UQ0lvt3Wyjs,Навальный о словах Путина про черту бедности,2020-03-08T11:55:51Z,Навальный LIVE,274693,17200,309,2143
169,fLyExPtLVX0,Навальный о блокировке счетов его семьи,2020-03-07T09:55:30Z,Навальный LIVE,84314,6987,227,1218
170,F53lUKCxug8,🔥 Путин и сменяемость власти. Иностранная недвижимость чиновников. Низкий уровень образования,2020-03-06T19:36:53Z,Навальный LIVE,172804,14303,405,1934
171,WDirZ75ut84,"Зачем врут о коронавирусе, как узбек разоблачил ФСБ, бог в Конституции",2020-03-05T18:43:00Z,Навальный LIVE,1679688,75393,3016,8299
172,G3gsuM9Nm1s,Почему дорожают лекарства?,2020-03-05T14:31:15Z,Навальный LIVE,182401,10622,201,953
173,sN5fspOJ1IY,🔥 Путин и стагнация доходов. Суд по делу Ивана Жданова. Митинг за поправки,2020-03-04T21:23:52Z,Навальный LIVE,138062,13808,180,1754
174,4eT1mL1Rv1s,Новая Земля. Здоровье Руслана Шаведдинова под угрозой,2020-03-04T13:53:54Z,Навальный LIVE,144083,16626,246,1929
175,PQptBhnVris,"🔥 Семье Навального заблокировали счета. Путин про оппозицию. Поправки про бога, брак и СССР",2020-03-03T16:54:44Z,Навальный LIVE,203781,20539,429,2898
176,dp2YJr6O1BM,Разница зарплат в 500 раз? Легко! Сколько получают главы госкомпаний и рядовые работники,2020-03-03T11:59:15Z,Навальный LIVE,363495,32040,247,2760
177,Xxmuav7UDxQ,🔥 Стратегия Кремля на выборах в Госдуму. Отмена приговора Котову. Три года фильму «Он вам не Димон»,2020-03-02T21:15:21Z,Навальный LIVE,114645,11111,197,1186
178,nEE_55YyXrw,Навальный о последних новостях о службе Руслана Шаведдинова на Новой Земле,2020-03-01T11:55:40Z,Навальный LIVE,135923,7839,242,1464
179,DYK03gtgGRc,Навальный о материале «Медузы» о фигурантах дела «Сети»,2020-02-29T09:56:25Z,Навальный LIVE,91920,6763,258,725
180,UJM9mDawUgQ,"Коронавирус в России, привет с Новой Земли, «Медуза» и «Сеть»",2020-02-27T19:05:35Z,Навальный LIVE,1128487,67865,1744,7648
181,7SW8wcABXsM,Сечину подарили 300 млрд рублей,2020-02-27T14:25:53Z,Навальный LIVE,195743,13026,220,847
